1,1
2,2
3,3
4,4
5,5
6,6
7,4
8,4
9,7
10,8
11,9
12,10
13,11
14,8
15,12
16,13
17,14
18,15
19,16
20,11
21,17
22,18
23,19
24,20
25,21
26,4
27,4
28,22
29,23
30,24
31,25
32,26
33,27
34,26
35,26
36,24
37,26
38,26
39,4
40,28
41,29
42,30
43,4
44,31
45,4
46,4
47,4
48,32
49,32
50,32
51,33
52,34
53,35
54,4
55,36
56,37
57,38
58,39
59,40
60,41
61,42
62,43
63,44
64,45
65,46
66,47
67,4
68,48
69,49
70,50
71,51
72,52
73,4
74,53
75,54
76,55
77,56
78,57
79,58
80,59
81,60
82,61
83,62
84,63
85,64
86,65
87,66
88,4
89,67
90,68
91,69
92,70
93,71
94,72
95,4
96,73
97,74
98,75
99,76
100,77
101,78
102,79
103,4
104,80
105,81
106,4
107,4
108,82
109,83
110,84
111,85
112,86
113,4
114,87
115,4
116,88
117,4
118,89
119,90
120,91
121,92
122,93
123,94
124,95
125,96
126,97
127,98
128,99
129,100
130,101
131,102
132,103
133,104
134,105
135,106
136,107
137,108
138,4
139,109
140,110
141,111
142,112
143,113
144,114
145,115
146,116
147,117
148,118
149,119
150,120
151,121
152,122
153,123
154,123
155,123
156,124
157,125
158,4
159,4
160,4
161,126
162,127
163,128
164,129
165,4
166,130
167,131
168,4
169,132
170,133
171,134
172,135
173,136
174,4
175,137
176,138
177,139
178,140
179,141
180,4
181,110
182,142
183,143
184,144
185,145
186,146
187,147
188,22
189,146
190,148
191,149
192,150
193,151
194,152
195,153
196,154
197,155
198,156
199,157
200,158
201,4
202,159
203,160
204,161
205,162
206,4
207,163
208,164
209,165
210,166
211,167
212,168
213,169
214,170
215,171
216,172
217,173
218,174
219,4
220,168
221,4
222,175
223,176
224,4
225,4
226,4
227,4
228,4
229,177
230,178
231,4
232,179
233,180
234,181
235,182
236,183
237,184
238,185
239,186
240,4
241,187
242,188
243,4
244,189
245,14
246,190
247,191
248,4
249,192
250,4
251,193
252,194
253,195
254,196
255,4
256,197
257,198
258,4
259,199
260,200
261,201
262,202
263,203
264,204
265,204
266,204
267,4
268,205
269,206
270,207
271,4
272,208
273,209
274,4
275,4
276,210
277,211
278,212
279,213
280,214
281,215
282,216
283,217
284,218
285,219
286,220
287,221
288,222
289,223
290,224
291,220
292,225
293,226
294,227
295,228
296,229
297,230
298,231
299,4
300,232
301,233
302,4
303,22
304,234
305,235
306,4
307,14
308,236
309,237
310,238
311,4
312,239
313,240
314,241
315,242
316,243
317,4
318,4
319,244
320,4
321,4
322,245
323,246
324,247
325,248
326,249
327,4
328,250
329,251
330,252
331,253
332,254
333,255
334,4
335,256
336,4
337,4
338,4
339,4
340,257
341,4
342,258
343,259
344,4
345,4
346,260
347,261
348,262
349,263
350,264
351,4
352,4
353,4
354,4
355,265
356,266
357,267
358,4
359,268
360,269
361,270
362,271
363,4
364,4
365,272
366,4
367,273
368,274
369,275
370,276
371,277
372,278
373,279
374,280
375,281
376,282
377,283
378,4
379,4
380,284
381,4
382,285
383,4
384,4
385,286
386,287
387,4
388,288
389,4
390,4
391,4
392,289
393,290
394,291
395,292
396,293
397,4
398,294
399,295
400,296
401,297
402,298
403,4
404,4
405,299
406,4
407,4
408,4
409,300
410,301
411,4
412,302
413,303
414,304
415,305
416,306
417,307
418,308
419,309
420,310
421,311
422,312
423,312
424,4
425,313
426,314
427,4
428,315
429,316
430,317
431,4
432,318
433,319
434,4
435,320
436,4
437,321
438,322
439,323
440,324
441,325
442,326
443,327
444,328
445,329
446,330
447,331
448,332
449,333
450,334
451,332
452,335
453,4
454,4
455,4
456,336
457,337
458,338
459,4
460,339
461,340
462,341
463,342
464,4
465,339
466,343
467,344
468,345
469,346
470,4
471,347
472,348
473,349
474,350
475,351
476,352
477,353
478,354
479,4
480,349
481,355
482,356
483,357
484,358
485,359
486,360
487,361
488,4
489,4
490,254
491,362
492,363
493,4
494,4
495,364
496,365
497,4
498,366
499,367
500,368
501,369
502,370
503,371
504,372
505,4
506,4
507,373
508,374
509,375
510,4
511,376
512,377
513,4
514,378
515,4
516,379
517,380
518,381
519,4
520,382
521,383
522,383
523,384
524,4
525,385
526,4
527,4
528,386
529,387
530,4
531,388
532,4
533,389
534,390
535,391
536,247
537,392
538,393
539,392
540,392
541,4
542,394
543,395
544,396
545,397
546,398
547,399
548,400
549,401
550,402
551,403
552,404
553,405
554,4
555,4
556,406
557,4
558,4
559,4
560,407
561,408
562,409
563,410
564,4
565,4
566,4
